zt, wre_ref, wre, wre_refF, wm_ref, wm, wm_refF, va, ia, dwre, zdwre, e_induced
6.189000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.190000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.191000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.192000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.193000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.194000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.195000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.196000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.197000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000039, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.198000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.199000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.200000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.201000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.202000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.203000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.204000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.205000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.206000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000038, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.207000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.208000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.209000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.210000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.211000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.212000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.213000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.214000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.215000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.216000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000037, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.217000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.218000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.219000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.220000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.221000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.222000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.223000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.224000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.225000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.226000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000036, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.227000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.228000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.229000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.230000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.231000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.232000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.233000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.234000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.235000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.236000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000035, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.237000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.238000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.239000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.240000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.241000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.242000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.243000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.244000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.245000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.246000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000034, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.247000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000004, 0.160001, 62.830589
6.248000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.249000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.250000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.251000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.252000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.253000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.254000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.255000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.256000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.257000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000033, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.258000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.259000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.260000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.261000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.262000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.263000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.264000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.265000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.266000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.267000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.268000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000032, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.269000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.270000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930589, 0.100000, -0.000003, 0.160001, 62.830589
6.271000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.272000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.273000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.274000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.275000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.276000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.277000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.278000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.279000, 62.830585, 62.830589, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830589
6.280000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000031, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.281000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.282000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.283000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.284000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.285000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.286000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.287000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.288000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.289000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.290000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.291000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.292000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000030, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.293000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.294000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.295000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.296000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.297000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.298000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.299000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.300000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.301000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.302000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.303000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.304000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000029, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.305000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.306000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.307000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.308000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.309000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.310000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.311000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.312000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.313000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.314000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.315000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.316000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.317000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000028, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.318000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.319000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.320000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.321000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.322000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.323000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.324000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.325000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.326000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.327000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.328000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.329000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.330000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000027, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.331000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.332000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.333000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.334000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.335000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.336000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.337000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.338000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.339000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.340000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.341000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.342000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.343000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000026, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.344000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.345000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.346000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.347000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.348000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.349000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.350000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.351000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.352000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.353000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.354000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.355000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.356000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.357000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.358000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000025, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.359000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.360000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.361000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.362000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.363000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.364000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.365000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.366000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.367000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000003, 0.160001, 62.830588
6.368000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.369000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.370000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.371000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.372000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.373000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000024, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.374000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.375000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.376000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.377000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.378000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.379000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.380000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.381000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.382000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.383000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
6.384000, 62.830585, 62.830588, 62.830585, 600.000000, 600.000023, 600.000000, 62.930588, 0.100000, -0.000002, 0.160001, 62.830588
