zt, wre_ref, wre, wre_refF, wm_ref, wm, wm_refF, va, ia, dwre, zdwre, e_induced
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.001000, 0.000000, -0.009996, 0.000000, 0.000000, -0.095457, 0.000000, 0.001798, 0.000148, 0.008997, 0.000004, -0.009996
0.002000, 0.000000, -0.019961, 0.000000, 0.000000, -0.190619, 0.000000, 0.002750, 0.000574, 0.018967, 0.000019, -0.019961
0.003000, 0.000000, -0.029873, 0.000000, 0.000000, -0.285272, 0.000000, 0.002724, 0.001245, 0.028885, 0.000043, -0.029873
0.004000, 0.000000, -0.039706, 0.000000, 0.000000, -0.379171, 0.000000, 0.001838, 0.002131, 0.038727, 0.000078, -0.039706
0.005000, 0.000000, -0.049440, 0.000000, 0.000000, -0.472123, 0.000000, 0.000195, 0.003204, 0.048472, 0.000122, -0.049440
0.006000, 0.000000, -0.059059, 0.000000, 0.000000, -0.563981, 0.000000, -0.002107, 0.004440, 0.058102, 0.000176, -0.059059
0.007000, 0.000000, -0.068547, 0.000000, 0.000000, -0.654589, 0.000000, -0.004985, 0.005816, 0.067604, 0.000239, -0.068547
0.008000, 0.000000, -0.077892, 0.000000, 0.000000, -0.743824, 0.000000, -0.008360, 0.007313, 0.076964, 0.000312, -0.077892
0.009000, 0.000000, -0.087081, 0.000000, 0.000000, -0.831579, 0.000000, -0.012163, 0.008912, 0.086169, 0.000394, -0.087081
0.010000, 0.000000, -0.096107, 0.000000, 0.000000, -0.917774, 0.000000, -0.016332, 0.010598, 0.095212, 0.000485, -0.096107
0.011000, 0.000000, -0.104960, 0.000000, 0.000000, -1.002314, 0.000000, -0.020810, 0.012356, 0.104083, 0.000585, -0.104960
0.012000, 0.000000, -0.113634, 0.000000, 0.000000, -1.085147, 0.000000, -0.025545, 0.014172, 0.112775, 0.000694, -0.113634
0.013000, 0.000000, -0.122124, 0.000000, 0.000000, -1.166221, 0.000000, -0.030494, 0.016036, 0.121283, 0.000811, -0.122124
0.014000, 0.000000, -0.130426, 0.000000, 0.000000, -1.245498, 0.000000, -0.035614, 0.017936, 0.129604, 0.000937, -0.130426
0.015000, 0.000000, -0.138536, 0.000000, 0.000000, -1.322946, 0.000000, -0.040870, 0.019864, 0.137734, 0.001071, -0.138536
0.016000, 0.000000, -0.146452, 0.000000, 0.000000, -1.398544, 0.000000, -0.046228, 0.021810, 0.145669, 0.001213, -0.146452
0.017000, 0.000000, -0.154173, 0.000000, 0.000000, -1.472277, 0.000000, -0.051661, 0.023769, 0.153410, 0.001363, -0.154173
0.018000, 0.000000, -0.161698, 0.000000, 0.000000, -1.544137, 0.000000, -0.057142, 0.025732, 0.160955, 0.001521, -0.161698
0.019000, 0.000000, -0.169027, 0.000000, 0.000000, -1.614123, 0.000000, -0.062647, 0.027694, 0.168303, 0.001686, -0.169027
0.020000, 0.000000, -0.176160, 0.000000, 0.000000, -1.682236, 0.000000, -0.068157, 0.029651, 0.175455, 0.001858, -0.176160
0.021000, 0.000000, -0.183097, 0.000000, 0.000000, -1.748486, 0.000000, -0.073653, 0.031597, 0.182412, 0.002038, -0.183097
0.022000, 0.000000, -0.189841, 0.000000, 0.000000, -1.812884, 0.000000, -0.079121, 0.033528, 0.189175, 0.002224, -0.189841
0.023000, 0.000000, -0.196392, 0.000000, 0.000000, -1.875447, 0.000000, -0.084544, 0.035442, 0.195746, 0.002416, -0.196392
0.024000, 0.000000, -0.202753, 0.000000, 0.000000, -1.936191, 0.000000, -0.089912, 0.037334, 0.202126, 0.002616, -0.202753
0.025000, 0.000000, -0.208926, 0.000000, 0.000000, -1.995140, 0.000000, -0.095214, 0.039203, 0.208317, 0.002821, -0.208926
0.026000, 0.000000, -0.214914, 0.000000, 0.000000, -2.052316, 0.000000, -0.100440, 0.041046, 0.214323, 0.003033, -0.214914
0.027000, 0.000000, -0.220718, 0.000000, 0.000000, -2.107746, 0.000000, -0.105582, 0.042861, 0.220146, 0.003250, -0.220718
0.028000, 0.000000, -0.226343, 0.000000, 0.000000, -2.161456, 0.000000, -0.110635, 0.044646, 0.225788, 0.003474, -0.226343
0.029000, 0.000000, -0.231790, 0.000000, 0.000000, -2.213476, 0.000000, -0.115591, 0.046401, 0.231253, 0.003703, -0.231790
0.030000, 0.000000, -0.237064, 0.000000, 0.000000, -2.263836, 0.000000, -0.120446, 0.048123, 0.236544, 0.003937, -0.237064
0.031000, 0.000000, -0.242166, 0.000000, 0.000000, -2.312566, 0.000000, -0.125196, 0.049813, 0.241664, 0.004176, -0.242166
0.032000, 0.000000, -0.247102, 0.000000, 0.000000, -2.359698, 0.000000, -0.129838, 0.051469, 0.246616, 0.004420, -0.247102
0.033000, 0.000000, -0.251874, 0.000000, 0.000000, -2.405265, 0.000000, -0.134369, 0.053091, 0.251404, 0.004670, -0.251874
0.034000, 0.000000, -0.256485, 0.000000, 0.000000, -2.449300, 0.000000, -0.138787, 0.054679, 0.256031, 0.004924, -0.256485
0.035000, 0.000000, -0.260939, 0.000000, 0.000000, -2.491835, 0.000000, -0.143090, 0.056231, 0.260501, 0.005182, -0.260939
0.036000, 0.000000, -0.265239, 0.000000, 0.000000, -2.532901, 0.000000, -0.147278, 0.057749, 0.264816, 0.005445, -0.265239
0.037000, 0.000000, -0.269390, 0.000000, 0.000000, -2.572538, 0.000000, -0.151351, 0.059232, 0.268982, 0.005712, -0.269390
0.038000, 0.000000, -0.273394, 0.000000, 0.000000, -2.610776, 0.000000, -0.155308, 0.060679, 0.273000, 0.005983, -0.273394
0.039000, 0.000000, -0.277255, 0.000000, 0.000000, -2.647648, 0.000000, -0.159148, 0.062092, 0.276876, 0.006259, -0.277255
0.040000, 0.000000, -0.280977, 0.000000, 0.000000, -2.683187, 0.000000, -0.162874, 0.063471, 0.280611, 0.006538, -0.280977
0.041000, 0.000000, -0.284562, 0.000000, 0.000000, -2.717426, 0.000000, -0.166484, 0.064815, 0.284210, 0.006820, -0.284562
0.042000, 0.000000, -0.288015, 0.000000, 0.000000, -2.750398, 0.000000, -0.169981, 0.066125, 0.287676, 0.007106, -0.288015
0.043000, 0.000000, -0.291339, 0.000000, 0.000000, -2.782135, 0.000000, -0.173365, 0.067402, 0.291012, 0.007396, -0.291339
0.044000, 0.000000, -0.294536, 0.000000, 0.000000, -2.812668, 0.000000, -0.176638, 0.068645, 0.294222, 0.007689, -0.294536
0.045000, 0.000000, -0.297611, 0.000000, 0.000000, -2.842029, 0.000000, -0.179801, 0.069857, 0.297309, 0.007984, -0.297611
0.046000, 0.000000, -0.300566, 0.000000, 0.000000, -2.870249, 0.000000, -0.182856, 0.071036, 0.300275, 0.008283, -0.300566
0.047000, 0.000000, -0.303405, 0.000000, 0.000000, -2.897358, 0.000000, -0.185804, 0.072183, 0.303126, 0.008585, -0.303405
0.048000, 0.000000, -0.306130, 0.000000, 0.000000, -2.923387, 0.000000, -0.188648, 0.073299, 0.305863, 0.008890, -0.306130
0.049000, 0.000000, -0.308746, 0.000000, 0.000000, -2.948364, 0.000000, -0.191388, 0.074385, 0.308489, 0.009197, -0.308746
0.050000, 0.000000, -0.311254, 0.000000, 0.000000, -2.972318, 0.000000, -0.194028, 0.075441, 0.311008, 0.009507, -0.311254
0.051000, 0.000000, -0.313658, 0.000000, 0.000000, -2.995278, 0.000000, -0.196568, 0.076468, 0.313423, 0.009819, -0.313658
0.052000, 0.000000, -0.315961, 0.000000, 0.000000, -3.017270, 0.000000, -0.199011, 0.077467, 0.315736, 0.010134, -0.315961
0.053000, 0.000000, -0.318166, 0.000000, 0.000000, -3.038323, 0.000000, -0.201360, 0.078437, 0.317950, 0.010451, -0.318166
0.054000, 0.000000, -0.320275, 0.000000, 0.000000, -3.058463, 0.000000, -0.203616, 0.079379, 0.320068, 0.010770, -0.320275
0.055000, 0.000000, -0.322291, 0.000000, 0.000000, -3.077715, 0.000000, -0.205780, 0.080295, 0.322094, 0.011091, -0.322291
0.056000, 0.000000, -0.324217, 0.000000, 0.000000, -3.096105, 0.000000, -0.207856, 0.081185, 0.324028, 0.011415, -0.324217
0.057000, 0.000000, -0.326055, 0.000000, 0.000000, -3.113658, 0.000000, -0.209846, 0.082049, 0.325875, 0.011740, -0.326055
0.058000, 0.000000, -0.327808, 0.000000, 0.000000, -3.130397, 0.000000, -0.211751, 0.082888, 0.327636, 0.012066, -0.327808
0.059000, 0.000000, -0.329478, 0.000000, 0.000000, -3.146347, 0.000000, -0.213573, 0.083703, 0.329315, 0.012395, -0.329478
0.060000, 0.000000, -0.331068, 0.000000, 0.000000, -3.161530, 0.000000, -0.215315, 0.084494, 0.330913, 0.012725, -0.331068
0.061000, 0.000000, -0.332580, 0.000000, 0.000000, -3.175969, 0.000000, -0.216978, 0.085262, 0.332432, 0.013057, -0.332580
0.062000, 0.000000, -0.334016, 0.000000, 0.000000, -3.189685, 0.000000, -0.218566, 0.086007, 0.333876, 0.013390, -0.334016
0.063000, 0.000000, -0.335379, 0.000000, 0.000000, -3.202700, 0.000000, -0.220078, 0.086731, 0.335246, 0.013725, -0.335379
0.064000, 0.000000, -0.336671, 0.000000, 0.000000, -3.215035, 0.000000, -0.221519, 0.087432, 0.336545, 0.014061, -0.336671
0.065000, 0.000000, -0.337893, 0.000000, 0.000000, -3.226710, 0.000000, -0.222888, 0.088113, 0.337774, 0.014398, -0.337893
0.066000, 0.000000, -0.339049, 0.000000, 0.000000, -3.237744, 0.000000, -0.224190, 0.088774, 0.338936, 0.014736, -0.339049
0.067000, 0.000000, -0.340139, 0.000000, 0.000000, -3.248157, 0.000000, -0.225424, 0.089415, 0.340033, 0.015076, -0.340139
0.068000, 0.000000, -0.341167, 0.000000, 0.000000, -3.257967, 0.000000, -0.226594, 0.090036, 0.341067, 0.015417, -0.341167
0.069000, 0.000000, -0.342133, 0.000000, 0.000000, -3.267193, 0.000000, -0.227700, 0.090639, 0.342039, 0.015758, -0.342133
0.070000, 0.000000, -0.343040, 0.000000, 0.000000, -3.275852, 0.000000, -0.228746, 0.091223, 0.342951, 0.016101, -0.343040
0.071000, 0.000000, -0.343889, 0.000000, 0.000000, -3.283962, 0.000000, -0.229731, 0.091790, 0.343806, 0.016444, -0.343889
0.072000, 0.000000, -0.344682, 0.000000, 0.000000, -3.291538, 0.000000, -0.230659, 0.092339, 0.344605, 0.016788, -0.344682
0.073000, 0.000000, -0.345421, 0.000000, 0.000000, -3.298598, 0.000000, -0.231530, 0.092872, 0.345350, 0.017133, -0.345421
0.074000, 0.000000, -0.346108, 0.000000, 0.000000, -3.305157, 0.000000, -0.232347, 0.093388, 0.346042, 0.017479, -0.346108
0.075000, 0.000000, -0.346744, 0.000000, 0.000000, -3.311231, 0.000000, -0.233111, 0.093889, 0.346683, 0.017826, -0.346744
0.076000, 0.000000, -0.347331, 0.000000, 0.000000, -3.316834, 0.000000, -0.233824, 0.094374, 0.347275, 0.018173, -0.347331
0.077000, 0.000000, -0.347870, 0.000000, 0.000000, -3.321981, 0.000000, -0.234486, 0.094844, 0.347818, 0.018520, -0.347870
0.078000, 0.000000, -0.348363, 0.000000, 0.000000, -3.326686, 0.000000, -0.235100, 0.095299, 0.348315, 0.018868, -0.348363
0.079000, 0.000000, -0.348811, 0.000000, 0.000000, -3.330963, 0.000000, -0.235667, 0.095741, 0.348768, 0.019217, -0.348811
0.080000, 0.000000, -0.349215, 0.000000, 0.000000, -3.334825, 0.000000, -0.236188, 0.096168, 0.349176, 0.019566, -0.349215
0.081000, 0.000000, -0.349577, 0.000000, 0.000000, -3.338285, 0.000000, -0.236665, 0.096583, 0.349543, 0.019915, -0.349577
0.082000, 0.000000, -0.349899, 0.000000, 0.000000, -3.341356, 0.000000, -0.237099, 0.096984, 0.349869, 0.020265, -0.349899
0.083000, 0.000000, -0.350181, 0.000000, 0.000000, -3.344050, 0.000000, -0.237492, 0.097372, 0.350155, 0.020615, -0.350181
0.084000, 0.000000, -0.350425, 0.000000, 0.000000, -3.346379, 0.000000, -0.237844, 0.097749, 0.350402, 0.020965, -0.350425
0.085000, 0.000000, -0.350632, 0.000000, 0.000000, -3.348353, 0.000000, -0.238157, 0.098113, 0.350613, 0.021316, -0.350632
0.086000, 0.000000, -0.350803, 0.000000, 0.000000, -3.349986, 0.000000, -0.238432, 0.098466, 0.350787, 0.021667, -0.350803
0.087000, 0.000000, -0.350939, 0.000000, 0.000000, -3.351286, 0.000000, -0.238670, 0.098808, 0.350927, 0.022017, -0.350939
0.088000, 0.000000, -0.351041, 0.000000, 0.000000, -3.352266, 0.000000, -0.238872, 0.099139, 0.351033, 0.022368, -0.351041
0.089000, 0.000000, -0.351111, 0.000000, 0.000000, -3.352934, 0.000000, -0.239040, 0.099459, 0.351106, 0.022719, -0.351111
0.090000, 0.000000, -0.351150, 0.000000, 0.000000, -3.353302, 0.000000, -0.239175, 0.099769, 0.351147, 0.023071, -0.351150
0.091000, 0.000000, -0.351158, 0.000000, 0.000000, -3.353378, 0.000000, -0.239277, 0.100069, 0.351158, 0.023422, -0.351158
0.092000, 0.000000, -0.351136, 0.000000, 0.000000, -3.353172, 0.000000, -0.239348, 0.100360, 0.351140, 0.023773, -0.351136
0.093000, 0.000000, -0.351086, 0.000000, 0.000000, -3.352694, 0.000000, -0.239388, 0.100641, 0.351092, 0.024124, -0.351086
0.094000, 0.000000, -0.351008, 0.000000, 0.000000, -3.351952, 0.000000, -0.239399, 0.100913, 0.351017, 0.024475, -0.351008
0.095000, 0.000000, -0.350904, 0.000000, 0.000000, -3.350954, 0.000000, -0.239382, 0.101176, 0.350916, 0.024826, -0.350904
0.096000, 0.000000, -0.350774, 0.000000, 0.000000, -3.349709, 0.000000, -0.239336, 0.101430, 0.350788, 0.025177, -0.350774
0.097000, 0.000000, -0.350618, 0.000000, 0.000000, -3.348225, 0.000000, -0.239265, 0.101676, 0.350635, 0.025528, -0.350618
0.098000, 0.000000, -0.350439, 0.000000, 0.000000, -3.346510, 0.000000, -0.239167, 0.101914, 0.350458, 0.025878, -0.350439
0.099000, 0.000000, -0.350236, 0.000000, 0.000000, -3.344572, 0.000000, -0.239044, 0.102144, 0.350257, 0.026228, -0.350236
0.100000, 0.000000, -0.350010, 0.000000, 0.000000, -3.342417, 0.000000, -0.238897, 0.102367, 0.350034, 0.026579, -0.350010
0.101000, 0.000000, -0.349762, 0.000000, 0.000000, -3.340053, 0.000000, -0.238727, 0.102582, 0.349788, 0.026929, -0.349762
0.102000, 0.000000, -0.349494, 0.000000, 0.000000, -3.337487, 0.000000, -0.238534, 0.102790, 0.349522, 0.027278, -0.349494
0.103000, 0.000000, -0.349205, 0.000000, 0.000000, -3.334726, 0.000000, -0.238319, 0.102991, 0.349234, 0.027628, -0.349205
0.104000, 0.000000, -0.348896, 0.000000, 0.000000, -3.331776, 0.000000, -0.238083, 0.103186, 0.348928, 0.027977, -0.348896
0.105000, 0.000000, -0.348568, 0.000000, 0.000000, -3.328644, 0.000000, -0.237826, 0.103373, 0.348601, 0.028325, -0.348568
0.106000, 0.000000, -0.348221, 0.000000, 0.000000, -3.325336, 0.000000, -0.237550, 0.103555, 0.348257, 0.028674, -0.348221
0.107000, 0.000000, -0.347857, 0.000000, 0.000000, -3.321857, 0.000000, -0.237254, 0.103730, 0.347894, 0.029022, -0.347857
0.108000, 0.000000, -0.347476, 0.000000, 0.000000, -3.318214, 0.000000, -0.236940, 0.103899, 0.347514, 0.029370, -0.347476
0.109000, 0.000000, -0.347077, 0.000000, 0.000000, -3.314412, 0.000000, -0.236608, 0.104063, 0.347118, 0.029717, -0.347077
0.110000, 0.000000, -0.346663, 0.000000, 0.000000, -3.310456, 0.000000, -0.236259, 0.104220, 0.346705, 0.030064, -0.346663
0.111000, 0.000000, -0.346233, 0.000000, 0.000000, -3.306353, 0.000000, -0.235893, 0.104373, 0.346277, 0.030410, -0.346233
0.112000, 0.000000, -0.345789, 0.000000, 0.000000, -3.302107, 0.000000, -0.235511, 0.104520, 0.345834, 0.030756, -0.345789
0.113000, 0.000000, -0.345330, 0.000000, 0.000000, -3.297722, 0.000000, -0.235113, 0.104662, 0.345376, 0.031102, -0.345330
0.114000, 0.000000, -0.344857, 0.000000, 0.000000, -3.293205, 0.000000, -0.234701, 0.104799, 0.344905, 0.031447, -0.344857
0.115000, 0.000000, -0.344370, 0.000000, 0.000000, -3.288559, 0.000000, -0.234273, 0.104931, 0.344419, 0.031792, -0.344370
0.116000, 0.000000, -0.343871, 0.000000, 0.000000, -3.283789, 0.000000, -0.233832, 0.105058, 0.343921, 0.032136, -0.343871
0.117000, 0.000000, -0.343359, 0.000000, 0.000000, -3.278900, 0.000000, -0.233377, 0.105181, 0.343410, 0.032479, -0.343359
0.118000, 0.000000, -0.342835, 0.000000, 0.000000, -3.273896, 0.000000, -0.232909, 0.105299, 0.342888, 0.032822, -0.342835
0.119000, 0.000000, -0.342299, 0.000000, 0.000000, -3.268780, 0.000000, -0.232429, 0.105413, 0.342353, 0.033165, -0.342299
0.120000, 0.000000, -0.341752, 0.000000, 0.000000, -3.263558, 0.000000, -0.231936, 0.105523, 0.341807, 0.033507, -0.341752
0.121000, 0.000000, -0.341194, 0.000000, 0.000000, -3.258232, 0.000000, -0.231432, 0.105629, 0.341251, 0.033849, -0.341194
0.122000, 0.000000, -0.340626, 0.000000, 0.000000, -3.252808, 0.000000, -0.230916, 0.105731, 0.340684, 0.034190, -0.340626
0.123000, 0.000000, -0.340048, 0.000000, 0.000000, -3.247287, 0.000000, -0.230390, 0.105830, 0.340107, 0.034530, -0.340048
0.124000, 0.000000, -0.339461, 0.000000, 0.000000, -3.241675, 0.000000, -0.229853, 0.105924, 0.339520, 0.034870, -0.339461
0.125000, 0.000000, -0.338864, 0.000000, 0.000000, -3.235974, 0.000000, -0.229306, 0.106015, 0.338924, 0.035209, -0.338864
0.126000, 0.000000, -0.338258, 0.000000, 0.000000, -3.230188, 0.000000, -0.228749, 0.106103, 0.338319, 0.035547, -0.338258
0.127000, 0.000000, -0.337643, 0.000000, 0.000000, -3.224320, 0.000000, -0.228183, 0.106187, 0.337705, 0.035885, -0.337643
0.128000, 0.000000, -0.337020, 0.000000, 0.000000, -3.218373, 0.000000, -0.227608, 0.106268, 0.337083, 0.036223, -0.337020
0.129000, 0.000000, -0.336390, 0.000000, 0.000000, -3.212350, 0.000000, -0.227024, 0.106346, 0.336453, 0.036560, -0.336390
0.130000, 0.000000, -0.335751, 0.000000, 0.000000, -3.206254, 0.000000, -0.226432, 0.106420, 0.335816, 0.036896, -0.335751
0.131000, 0.000000, -0.335106, 0.000000, 0.000000, -3.200088, 0.000000, -0.225831, 0.106492, 0.335171, 0.037231, -0.335106
0.132000, 0.000000, -0.334453, 0.000000, 0.000000, -3.193856, 0.000000, -0.225223, 0.106561, 0.334519, 0.037566, -0.334453
0.133000, 0.000000, -0.333794, 0.000000, 0.000000, -3.187559, 0.000000, -0.224608, 0.106627, 0.333860, 0.037900, -0.333794
0.134000, 0.000000, -0.333128, 0.000000, 0.000000, -3.181200, 0.000000, -0.223985, 0.106690, 0.333195, 0.038234, -0.333128
0.135000, 0.000000, -0.332456, 0.000000, 0.000000, -3.174781, 0.000000, -0.223356, 0.106751, 0.332523, 0.038566, -0.332456
0.136000, 0.000000, -0.331778, 0.000000, 0.000000, -3.168306, 0.000000, -0.222720, 0.106809, 0.331846, 0.038899, -0.331778
0.137000, 0.000000, -0.331094, 0.000000, 0.000000, -3.161777, 0.000000, -0.222078, 0.106865, 0.331162, 0.039230, -0.331094
0.138000, 0.000000, -0.330405, 0.000000, 0.000000, -3.155195, 0.000000, -0.221430, 0.106919, 0.330474, 0.039561, -0.330405
0.139000, 0.000000, -0.329710, 0.000000, 0.000000, -3.148563, 0.000000, -0.220776, 0.106970, 0.329780, 0.039891, -0.329710
0.140000, 0.000000, -0.329011, 0.000000, 0.000000, -3.141884, 0.000000, -0.220116, 0.107019, 0.329081, 0.040220, -0.329011
0.141000, 0.000000, -0.328306, 0.000000, 0.000000, -3.135159, 0.000000, -0.219451, 0.107065, 0.328377, 0.040549, -0.328306
0.142000, 0.000000, -0.327598, 0.000000, 0.000000, -3.128391, 0.000000, -0.218781, 0.107110, 0.327669, 0.040877, -0.327598
0.143000, 0.000000, -0.326885, 0.000000, 0.000000, -3.121581, 0.000000, -0.218106, 0.107152, 0.326956, 0.041204, -0.326885
0.144000, 0.000000, -0.326167, 0.000000, 0.000000, -3.114731, 0.000000, -0.217427, 0.107193, 0.326239, 0.041531, -0.326167
0.145000, 0.000000, -0.325446, 0.000000, 0.000000, -3.107844, 0.000000, -0.216743, 0.107231, 0.325518, 0.041857, -0.325446
0.146000, 0.000000, -0.324721, 0.000000, 0.000000, -3.100921, 0.000000, -0.216054, 0.107268, 0.324794, 0.042182, -0.324721
0.147000, 0.000000, -0.323993, 0.000000, 0.000000, -3.093963, 0.000000, -0.215362, 0.107303, 0.324066, 0.042506, -0.323993
0.148000, 0.000000, -0.323261, 0.000000, 0.000000, -3.086973, 0.000000, -0.214666, 0.107336, 0.323334, 0.042830, -0.323261
0.149000, 0.000000, -0.322525, 0.000000, 0.000000, -3.079952, 0.000000, -0.213966, 0.107368, 0.322599, 0.043153, -0.322525
0.150000, 0.000000, -0.321787, 0.000000, 0.000000, -3.072902, 0.000000, -0.213263, 0.107398, 0.321861, 0.043475, -0.321787
0.151000, 0.000000, -0.321046, 0.000000, 0.000000, -3.065824, 0.000000, -0.212556, 0.107426, 0.321120, 0.043796, -0.321046
0.152000, 0.000000, -0.320302, 0.000000, 0.000000, -3.058720, 0.000000, -0.211846, 0.107453, 0.320376, 0.044117, -0.320302
0.153000, 0.000000, -0.319555, 0.000000, 0.000000, -3.051591, 0.000000, -0.211133, 0.107478, 0.319630, 0.044437, -0.319555
0.154000, 0.000000, -0.318806, 0.000000, 0.000000, -3.044438, 0.000000, -0.210418, 0.107502, 0.318881, 0.044756, -0.318806
0.155000, 0.000000, -0.318055, 0.000000, 0.000000, -3.037264, 0.000000, -0.209700, 0.107524, 0.318130, 0.045075, -0.318055
0.156000, 0.000000, -0.317302, 0.000000, 0.000000, -3.030069, 0.000000, -0.208979, 0.107545, 0.317377, 0.045393, -0.317302
0.157000, 0.000000, -0.316546, 0.000000, 0.000000, -3.022854, 0.000000, -0.208255, 0.107565, 0.316622, 0.045709, -0.316546
0.158000, 0.000000, -0.315789, 0.000000, 0.000000, -3.015621, 0.000000, -0.207530, 0.107583, 0.315865, 0.046026, -0.315789
0.159000, 0.000000, -0.315030, 0.000000, 0.000000, -3.008371, 0.000000, -0.206802, 0.107600, 0.315106, 0.046341, -0.315030
0.160000, 0.000000, -0.314269, 0.000000, 0.000000, -3.001106, 0.000000, -0.206073, 0.107616, 0.314345, 0.046656, -0.314269
0.161000, 0.000000, -0.313506, 0.000000, 0.000000, -2.993825, 0.000000, -0.205341, 0.107631, 0.313583, 0.046970, -0.313506
0.162000, 0.000000, -0.312743, 0.000000, 0.000000, -2.986531, 0.000000, -0.204608, 0.107645, 0.312819, 0.047283, -0.312743
0.163000, 0.000000, -0.311977, 0.000000, 0.000000, -2.979225, 0.000000, -0.203873, 0.107657, 0.312054, 0.047595, -0.311977
0.164000, 0.000000, -0.311211, 0.000000, 0.000000, -2.971907, 0.000000, -0.203137, 0.107669, 0.311288, 0.047907, -0.311211
0.165000, 0.000000, -0.310444, 0.000000, 0.000000, -2.964578, 0.000000, -0.202399, 0.107680, 0.310520, 0.048218, -0.310444
0.166000, 0.000000, -0.309675, 0.000000, 0.000000, -2.957240, 0.000000, -0.201660, 0.107689, 0.309752, 0.048528, -0.309675
0.167000, 0.000000, -0.308906, 0.000000, 0.000000, -2.949893, 0.000000, -0.200920, 0.107698, 0.308983, 0.048837, -0.308906
0.168000, 0.000000, -0.308136, 0.000000, 0.000000, -2.942538, 0.000000, -0.200178, 0.107705, 0.308213, 0.049146, -0.308136
0.169000, 0.000000, -0.307365, 0.000000, 0.000000, -2.935176, 0.000000, -0.199436, 0.107712, 0.307442, 0.049454, -0.307365
0.170000, 0.000000, -0.306593, 0.000000, 0.000000, -2.927809, 0.000000, -0.198693, 0.107718, 0.306670, 0.049761, -0.306593
0.171000, 0.000000, -0.305821, 0.000000, 0.000000, -2.920436, 0.000000, -0.197949, 0.107723, 0.305898, 0.050067, -0.305821
0.172000, 0.000000, -0.305049, 0.000000, 0.000000, -2.913058, 0.000000, -0.197204, 0.107727, 0.305126, 0.050372, -0.305049
0.173000, 0.000000, -0.304276, 0.000000, 0.000000, -2.905677, 0.000000, -0.196458, 0.107731, 0.304353, 0.050677, -0.304276
0.174000, 0.000000, -0.303502, 0.000000, 0.000000, -2.898293, 0.000000, -0.195712, 0.107734, 0.303580, 0.050981, -0.303502
0.175000, 0.000000, -0.302729, 0.000000, 0.000000, -2.890907, 0.000000, -0.194966, 0.107736, 0.302806, 0.051284, -0.302729
0.176000, 0.000000, -0.301955, 0.000000, 0.000000, -2.883519, 0.000000, -0.194219, 0.107737, 0.302033, 0.051586, -0.301955
0.177000, 0.000000, -0.301182, 0.000000, 0.000000, -2.876130, 0.000000, -0.193472, 0.107737, 0.301259, 0.051888, -0.301182
0.178000, 0.000000, -0.300408, 0.000000, 0.000000, -2.868742, 0.000000, -0.192725, 0.107737, 0.300485, 0.052189, -0.300408
0.179000, 0.000000, -0.299634, 0.000000, 0.000000, -2.861353, 0.000000, -0.191977, 0.107737, 0.299712, 0.052489, -0.299634
0.180000, 0.000000, -0.298861, 0.000000, 0.000000, -2.853966, 0.000000, -0.191230, 0.107735, 0.298938, 0.052788, -0.298861
0.181000, 0.000000, -0.298087, 0.000000, 0.000000, -2.846580, 0.000000, -0.190482, 0.107733, 0.298164, 0.053087, -0.298087
0.182000, 0.000000, -0.297314, 0.000000, 0.000000, -2.839196, 0.000000, -0.189734, 0.107731, 0.297391, 0.053385, -0.297314
0.183000, 0.000000, -0.296541, 0.000000, 0.000000, -2.831815, 0.000000, -0.188987, 0.107728, 0.296618, 0.053681, -0.296541
0.184000, 0.000000, -0.295768, 0.000000, 0.000000, -2.824437, 0.000000, -0.188239, 0.107724, 0.295846, 0.053978, -0.295768
0.185000, 0.000000, -0.294996, 0.000000, 0.000000, -2.817063, 0.000000, -0.187492, 0.107720, 0.295073, 0.054273, -0.294996
0.186000, 0.000000, -0.294224, 0.000000, 0.000000, -2.809693, 0.000000, -0.186745, 0.107715, 0.294302, 0.054568, -0.294224
0.187000, 0.000000, -0.293453, 0.000000, 0.000000, -2.802328, 0.000000, -0.185998, 0.107710, 0.293530, 0.054862, -0.293453
0.188000, 0.000000, -0.292682, 0.000000, 0.000000, -2.794968, 0.000000, -0.185252, 0.107704, 0.292760, 0.055155, -0.292682
0.189000, 0.000000, -0.291912, 0.000000, 0.000000, -2.787614, 0.000000, -0.184506, 0.107698, 0.291989, 0.055447, -0.291912
0.190000, 0.000000, -0.291143, 0.000000, 0.000000, -2.780266, 0.000000, -0.183761, 0.107691, 0.291220, 0.055739, -0.291143
0.191000, 0.000000, -0.290374, 0.000000, 0.000000, -2.772924, 0.000000, -0.183016, 0.107684, 0.290451, 0.056029, -0.290374
0.192000, 0.000000, -0.289606, 0.000000, 0.000000, -2.765590, 0.000000, -0.182272, 0.107677, 0.289683, 0.056319, -0.289606
0.193000, 0.000000, -0.288839, 0.000000, 0.000000, -2.758262, 0.000000, -0.181528, 0.107669, 0.288915, 0.056609, -0.288839
0.194000, 0.000000, -0.288072, 0.000000, 0.000000, -2.750943, 0.000000, -0.180785, 0.107661, 0.288149, 0.056897, -0.288072
0.195000, 0.000000, -0.287307, 0.000000, 0.000000, -2.743631, 0.000000, -0.180043, 0.107652, 0.287383, 0.057185, -0.287307
